game_id,home_team,away_team,play_id,drive_id,drive_start_time,quarter,down,distance,field_position,offense,defense,play_type,ball_carrier,targeted_receiver,pass_result,yards_gained,is_td,is_sack,is_fumble,fumble_recovered_by,is_penalty,penalty_team,penalty_type,penalty_player,penalty_yards,fg_result,tackler_1,tackler_2,raw_text
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,111,16,05:41,3,2,13,MONTEREY37,Foothill,Monterey Peninsula,rush,Jordan Fuentes,,,0,False,False,False,,False,,,,,,Steven Richards,Damian Neveaux,Jordan Fuentes rush for no gain to the MONTEREY37 (Steven Richards; Damian Neveaux).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,112,16,05:41,3,3,13,MONTEREY37,Foothill,Monterey Peninsula,pass,James Maxwell,Owen Harrington,complete,3,False,False,False,,False,,,,,,Kyler Tweten,,James Maxwell pass complete to Owen Harrington for 3 yards to the MONTEREY34 (Kyler Tweten).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,113,16,05:41,3,4,10,MONTEREY34,Foothill,Monterey Peninsula,pass,James Maxwell,Jeff Gamboa,incomplete,0,False,False,False,,False,,,,,,Alajawon Whitfi,,James Maxwell pass incomplete to Jeff Gamboa (Alajawon Whitfi).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,114,17,02:24,3,1,10,MONTEREY34,Monterey Peninsula,Foothill,penalty,,,,,False,False,False,,True,MONTEREY,unsportmanlike conduct,Malachi Brown,15,,,,PENALTY MONTEREY unsportmanlike conduct (Malachi Brown) 15 yards to the MONTEREY19.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,115,17,02:24,3,1,10,MONTEREY19,Monterey Peninsula,Foothill,penalty,,,,,False,False,False,,True,FOOTHILL,roughing the passer,Douglas Adams,15,,,,PENALTY FOOTHILL roughing the passer (Douglas Adams) 15 yards to the MONTEREY34.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,116,17,02:24,3,1,10,MONTEREY34,Monterey Peninsula,Foothill,rush,Enobong Wirth,,,5,False,False,False,,False,,,,,,Faapaia Fualema,,Enobong Wirth rush for 5 yards to the MONTEREY39 (Faapaia Fualema).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,117,17,02:24,3,2,5,MONTEREY39,Monterey Peninsula,Foothill,rush,Enobong Wirth,,,-3,False,False,False,,False,,,,,,Daniel Cruz,,Enobong Wirth rush for loss of 3 yards to the MONTEREY36 (Daniel Cruz).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,118,17,02:24,3,3,8,MONTEREY36,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,Julius Robinson,complete,25,False,False,False,,False,,,,,,,,"Manuel Simon Lo pass complete to Julius Robinson for 25 yards to the FOOTHILL39, out-of-bounds."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,119,17,02:24,3,1,10,FOOTHILL39,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,Julius Robinson,complete,5,False,False,False,,False,,,,,,Kevin Cunningha,,Manuel Simon Lo pass complete to Julius Robinson for 5 yards to the FOOTHILL34 (Kevin Cunningha).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,120,17,02:24,3,2,5,FOOTHILL34,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,Mark Harris,complete,4,False,False,False,,False,,,,,,,,"Manuel Simon Lo pass complete to Mark Harris for 4 yards to the FOOTHILL30, out-of-bounds."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,121,17,02:24,3,3,1,FOOTHILL30,Monterey Peninsula,Foothill,penalty,,,,,False,False,False,,True,MONTEREY,false start,Slade Turn,5,,,,PENALTY MONTEREY false start (Slade Turn) 5 yards to the FOOTHILL35.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,122,17,02:24,3,3,6,FOOTHILL35,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,Raid Zerki,incomplete,0,False,False,False,,False,,,,,,,,Manuel Simon Lo pass incomplete to Raid Zerki.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,123,17,02:24,3,4,6,FOOTHILL35,Monterey Peninsula,Foothill,rush,Manuel Simon Lo,,,8,False,False,False,,False,,,,,,Faapaia Fualema,,Manuel Simon Lo rush for 8 yards to the FOOTHILL27 (Faapaia Fualema).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,124,17,02:24,3,1,10,FOOTHILL27,Monterey Peninsula,Foothill,rush,Enobong Wirth,,,2,False,False,False,,False,,,,,,Kevin Cunningha,,Enobong Wirth rush for 2 yards to the FOOTHILL25 (Kevin Cunningha).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,125,17,02:24,3,2,8,FOOTHILL25,Monterey Peninsula,Foothill,rush,Julius Robinson,,,6,False,False,False,,False,,,,,,,,"Julius Robinson rush for 6 yards to the FOOTHILL19, out-of-bounds."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,126,17,02:24,3,3,2,FOOTHILL19,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,,incomplete,0,False,False,False,,False,,,,,,,,Manuel Simon Lo pass incomplete.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,127,17,02:24,3,4,2,FOOTHILL19,Monterey Peninsula,Foothill,field_goal,Joseph Fernande,,,,False,False,False,,False,,,,,good,,,"Joseph Fernande field goal attempt from 35 GOOD, clock 11:38."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,128,17,02:24,4,4,2,FOOTHILL19,Monterey Peninsula,Foothill,kickoff,Joseph Fernande,,,55,False,False,False,,False,,,,,,,,"Joseph Fernande kickoff 55 yards to the FOOTHILL10, Boxer Kopcsak-Y return 15 yards to the FOOTHILL25 (Matthias Willis; Izaak Ocampo-So)."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,129,18,11:30,4,1,10,FOOTHILL25,Foothill,Monterey Peninsula,rush,Anthony Alonzo,,,3,False,False,False,,False,,,,,,Ethan Wiley,,Anthony Alonzo rush for 3 yards to the FOOTHILL28 (Ethan Wiley).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,130,18,11:30,4,2,7,FOOTHILL28,Foothill,Monterey Peninsula,rush,Anthony Alonzo,,,9,False,False,False,,False,,,,,,Drew Molinari,,Anthony Alonzo rush for 9 yards to the FOOTHILL37 (Drew Molinari).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,131,18,11:30,4,1,10,FOOTHILL37,Foothill,Monterey Peninsula,pass,James Maxwell,,incomplete,0,False,False,False,,False,,,,,,,,James Maxwell pass incomplete.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,132,18,11:30,4,2,10,FOOTHILL37,Foothill,Monterey Peninsula,pass,James Maxwell,Alando Barnett,complete,6,False,False,False,,False,,,,,,Alajawon Whitfi,,James Maxwell pass complete to Alando Barnett for 6 yards to the FOOTHILL43 (Alajawon Whitfi).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,133,18,11:30,4,3,4,FOOTHILL43,Foothill,Monterey Peninsula,pass,James Maxwell,Jeff Gamboa,complete,-1,False,False,False,,False,,,,,,Alajawon Whitfi,,James Maxwell pass complete to Jeff Gamboa for loss of 1 yard to the FOOTHILL42 (Alajawon Whitfi).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,134,18,11:30,4,4,5,FOOTHILL42,Foothill,Monterey Peninsula,punt,Jordan Rucker,,,58,False,False,False,,False,,,,,,,,"Jordan Rucker punt 58 yards to the MONTEREY00, touchback."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,135,19,08:47,4,1,10,MONTEREY20,Monterey Peninsula,Foothill,rush,Enobong Wirth,,,-3,False,False,False,,False,,,,,,Ryan Given,,Enobong Wirth rush for loss of 3 yards to the MONTEREY17 (Ryan Given).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,136,19,08:47,4,2,13,MONTEREY17,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,,,-7,False,True,False,,False,,,,,,Ryan Given,Douglas Adams,Manuel Simon Lo sacked for loss of 7 yards to the MONTEREY10 (Ryan Given; Douglas Adams).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,137,19,08:47,4,3,20,MONTEREY10,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,Rogdryk Guillor,complete,5,False,False,False,,False,,,,,,Faapaia Fualema,Daniel Cruz,Manuel Simon Lo pass complete to Rogdryk Guillor for 5 yards to the MONTEREY15 (Faapaia Fualema; Daniel Cruz).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,138,19,08:47,4,4,15,MONTEREY15,Monterey Peninsula,Foothill,punt,Joseph Fernande,,,26,False,False,False,,False,,,,,,,,"Joseph Fernande punt 26 yards to the MONTEREY41, out-of-bounds."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,139,20,06:19,4,1,10,MONTEREY41,Foothill,Monterey Peninsula,rush,Nate Williams,,,5,False,False,False,,False,,,,,,Damian Neveaux,Drew Molinari,Nate Williams rush for 5 yards to the MONTEREY36 (Damian Neveaux; Drew Molinari).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,140,20,06:19,4,2,5,MONTEREY36,Foothill,Monterey Peninsula,rush,Jordan Fuentes,,,-2,False,False,False,,False,,,,,,Malachi Brown,,Jordan Fuentes rush for loss of 2 yards to the MONTEREY38 (Malachi Brown).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,141,20,06:19,4,3,7,MONTEREY38,Foothill,Monterey Peninsula,pass,James Maxwell,Jordan Fuentes,td,38,True,False,False,,False,,,,,,,,"James Maxwell pass complete to Jordan Fuentes for 38 yards to the MONTEREY00, TOUCHDOWN, clock 04:50."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,142,20,06:19,4,3,7,MONTEREY38,Foothill,Monterey Peninsula,pat,Conner Cook,,,,False,False,False,,False,,,,,good,,,Conner Cook kick attempt good.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,143,20,06:19,4,3,7,MONTEREY38,Foothill,Monterey Peninsula,kickoff,Conner Cook,,,65,False,False,False,,False,,,,,,,,"Conner Cook kickoff 65 yards to the MONTEREY00, touchback."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,144,21,04:50,4,1,10,MONTEREY25,Monterey Peninsula,Foothill,rush,Manuel Simon Lo,,,5,False,False,False,,False,,,,,,Jeremiah Lolohe,,Manuel Simon Lo rush for 5 yards to the MONTEREY30 (Jeremiah Lolohe).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,145,21,04:50,4,2,5,MONTEREY30,Monterey Peninsula,Foothill,rush,Ashton Murphy,,,-1,False,False,False,,False,,,,,,Douglas Adams,Faapaia Fualema,Ashton Murphy rush for loss of 1 yard to the MONTEREY29 (Douglas Adams; Faapaia Fualema).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,146,21,04:50,4,3,6,MONTEREY29,Monterey Peninsula,Foothill,pass,Manuel Simon Lo,Karendus Poe,incomplete,0,False,False,False,,False,,,,,,,,Manuel Simon Lo pass incomplete to Karendus Poe.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,147,21,04:50,4,4,6,MONTEREY29,Monterey Peninsula,Foothill,punt,Joseph Fernande,,,36,False,False,False,,False,,,,,,,,"Joseph Fernande punt 36 yards to the FOOTHILL35, Boxer Kopcsak-Y return 0 yards to the FOOTHILL35 (Willie Duke)."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,148,22,03:14,4,1,10,FOOTHILL35,Foothill,Monterey Peninsula,penalty,,,,,False,False,False,,True,FOOTHILL,holding,Hudon Vye,15,,,,PENALTY FOOTHILL holding (Hudon Vye) 15 yards to the FOOTHILL20.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,149,22,03:14,4,1,25,FOOTHILL20,Foothill,Monterey Peninsula,pass,James Maxwell,Hudon Vye,incomplete,0,False,False,False,,False,,,,,,,,James Maxwell pass incomplete to Hudon Vye.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,150,22,03:14,4,2,25,FOOTHILL20,Foothill,Monterey Peninsula,rush,James Maxwell,,,5,False,False,False,,False,,,,,,,,"James Maxwell rush for 5 yards to the FOOTHILL25, out-of-bounds."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,151,22,03:14,4,3,20,FOOTHILL25,Foothill,Monterey Peninsula,pass,James Maxwell,Nate Williams,complete,18,False,False,False,,False,,,,,,Damian Neveaux,Kyler Tweten,James Maxwell pass complete to Nate Williams for 18 yards to the FOOTHILL43 (Damian Neveaux; Kyler Tweten).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,152,22,03:14,4,4,2,FOOTHILL43,Foothill,Monterey Peninsula,punt,Jordan Rucker,,,42,False,False,False,,False,,,,,,,,"Jordan Rucker punt 42 yards to the MONTEREY15, out-of-bounds."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,153,23,01:52,4,1,10,MONTEREY15,Monterey Peninsula,Foothill,rush,Manuel Simon Lo,,,4,False,False,False,,False,,,,,,,,Manuel Simon Lo rush for 4 yards to the MONTEREY19 (TEAM).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,154,23,01:52,4,2,6,MONTEREY19,Monterey Peninsula,Foothill,rush,Enobong Wirth,,,0,False,False,False,,False,,,,,,Aaron Davis-Bec,,Enobong Wirth rush for no gain to the MONTEREY19 (Aaron Davis-Bec).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,155,23,01:52,4,3,6,MONTEREY19,Monterey Peninsula,Foothill,rush,Manuel Simon Lo,,,-1,False,False,False,,False,,,,,,,,Manuel Simon Lo rush for loss of 1 yard to the MONTEREY18 (TEAM).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,156,23,01:52,5,1,10,MONTEREY25,Foothill,Monterey Peninsula,rush,Nate Williams,,,2,False,False,False,,False,,,,,,Kyler Tweten,,Nate Williams rush for 2 yards to the MONTEREY23 (Kyler Tweten).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,157,23,01:52,5,2,8,MONTEREY23,Foothill,Monterey Peninsula,penalty,,,,,False,False,False,,True,FOOTHILL,delay of game,James Maxwell,5,,,,PENALTY FOOTHILL delay of game (James Maxwell) 5 yards to the MONTEREY28.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,158,23,01:52,5,2,13,MONTEREY28,Foothill,Monterey Peninsula,pass,James Maxwell,Brody Simison,incomplete,0,False,False,False,,False,,,,,,,,James Maxwell pass incomplete to Brody Simison.
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,159,23,01:52,5,3,13,MONTEREY28,Foothill,Monterey Peninsula,rush,James Maxwell,,,12,False,False,False,,False,,,,,,Steven Richards,,James Maxwell rush for 12 yards to the MONTEREY16 (Steven Richards).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,160,23,01:52,5,4,1,MONTEREY16,Foothill,Monterey Peninsula,field_goal,Conner Cook,,,,False,False,False,,False,,,,,missed,,,"Conner Cook field goal attempt from 33 MISSED - wide left, spot at FOOTHILL25."
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,161,24,15:00,5,1,10,FOOTHILL25,Monterey Peninsula,Foothill,rush,Enobong Wirth,,,6,False,False,False,,False,,,,,,Faapaia Fualema,,Enobong Wirth rush for 6 yards to the FOOTHILL19 (Faapaia Fualema).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,162,24,15:00,5,2,4,FOOTHILL19,Monterey Peninsula,Foothill,rush,Enobong Wirth,,,0,False,False,False,,False,,,,,,Jamie Torres,Daniel Cruz,Enobong Wirth rush for no gain to the FOOTHILL19 (Jamie Torres; Daniel Cruz).
20250830_FOOTHILL_MONTEREY_PENINSULA,Foothill,Monterey Peninsula,163,24,15:00,5,3,4,FOOTHILL19,Monterey Peninsula,Foothill,field_goal,Joseph Fernande,,,,False,False,False,,False,,,,,good,,,"Joseph Fernande field goal attempt from 36 GOOD, clock 15:00."
